brand,model,page_url,image_url,reason
Gucci,GG0026O,https://www.opsm.com.au/glasses/gucci/gg0026o/889652048369,,duplicate image url
Gucci,GG1124OA,https://www.opsm.com.au/glasses/gucci/gg1124oa/889652382005,,duplicate image url
Gucci,GG1145O,https://www.opsm.com.au/glasses/gucci/gg1145o/889652376134,,duplicate image url
Gucci,GG0737O,https://www.opsm.com.au/glasses/gucci/gg0737o/889652362045,,duplicate image url
Tom Ford,FT6032 B,https://www.opsm.com.au/glasses/tom-ford/ft6032-b/889214577894,,duplicate image url
Tom Ford,FT5626 B,https://www.opsm.com.au/glasses/tom-ford/ft5626-b/889214075512,,duplicate image url
Tom Ford,FT5295,https://www.opsm.com.au/glasses/tom-ford/ft5295/664689617173,,duplicate image url
Tom Ford,FT5737 B,https://www.opsm.com.au/glasses/tom-ford/ft5737-b/889214257307,,duplicate image url
Tom Ford,FT5806 B,https://www.opsm.com.au/glasses/tom-ford/ft5806-b/889214327413,,duplicate image url
Tom Ford,Ft5818 F B,https://www.opsm.com.au/glasses/tom-ford/ft5818-f-b/889214336996,,duplicate image url
Tom Ford,FT5890 B,https://www.opsm.com.au/glasses/tom-ford/ft5890-b/889214418890,,duplicate image url
Tom Ford,FT5901 B,https://www.opsm.com.au/glasses/tom-ford/ft5901-b/889214443465,,duplicate image url
Tom Ford,FT5937 B,https://www.opsm.com.au/glasses/tom-ford/ft5937-b/889214488459,,duplicate image url
Tom Ford,FT5939 B,https://www.opsm.com.au/glasses/tom-ford/ft5939-b/889214488565,,duplicate image url
Tom Ford,FT6058 B,https://www.opsm.com.au/glasses/tom-ford/ft6058-b/889214586681,,duplicate image url
Versace,VE3383,https://www.opsm.com.au/glasses/versace/ve3383/8056262551592,,duplicate image url
Versace,VE1308,https://www.opsm.com.au/glasses/versace/ve1308/8056262551172,,duplicate image url
Versace,VE1264,https://www.opsm.com.au/glasses/versace/ve1264/8056597122511,,duplicate image url
Versace,VE3186,https://www.opsm.com.au/glasses/versace/ve3186/8056597080521,,duplicate image url
Versace,VE3373U,https://www.opsm.com.au/glasses/versace/ve3373u/8056262421604,,duplicate image url
Versace,VE3293,https://www.opsm.com.au/glasses/versace/ve3293/8056597344432,,duplicate image url
Versace,VE1066,https://www.opsm.com.au/glasses/versace/ve1066/8053672432909,,duplicate image url
Versace,VE1247,https://www.opsm.com.au/glasses/versace/ve1247/8053672754483,,duplicate image url
Versace,VE1271,https://www.opsm.com.au/glasses/versace/ve1271/8056597352789,,duplicate image url
Miu Miu,MU 01XV,https://www.opsm.com.au/glasses/miu-miu/mu-01xv/8056597981347,,duplicate image url
Miu Miu,MU 50XV,https://www.opsm.com.au/glasses/miu-miu/mu-50xv/8056597980531,,duplicate image url
Miu Miu,MU 08XV,https://www.opsm.com.au/glasses/miu-miu/mu-08xv/8056262144152,,duplicate image url
Miu Miu,MU 05VV,https://www.opsm.com.au/glasses/miu-miu/mu-05vv/8056597887205,,duplicate image url
Miu Miu,MU 05XV,https://www.opsm.com.au/glasses/miu-miu/mu-05xv/8056597980494,,duplicate image url
Miu Miu,MU 01WV,https://www.opsm.com.au/glasses/miu-miu/mu-01wv/8056262361290,,duplicate image url
Miu Miu,MU 06XVF,https://www.opsm.com.au/glasses/miu-miu/mu-06xvf/8056262149669,,duplicate image url
Miu Miu,MU 51WV,https://www.opsm.com.au/glasses/miu-miu/mu-51wv/8056262412411,,duplicate image url
Burberry,Be2379U Charlie,https://www.opsm.com.au/glasses/burberry/be2379u-charlie/8056597836203,,duplicate image url
Burberry,Be1375 Douglas,https://www.opsm.com.au/glasses/burberry/be1375-douglas/8056597834810,,duplicate image url
Burberry,BE2205,https://www.opsm.com.au/glasses/burberry/be2205/8053672417777,,duplicate image url
Burberry,Be1376 Virginia,https://www.opsm.com.au/glasses/burberry/be1376-virginia/8056597832892,,duplicate image url
Giorgio Armani,AR7003,https://www.opsm.com.au/glasses/giorgio-armani/ar7003/8053672164831,,duplicate image url
Giorgio Armani,AR5010,https://www.opsm.com.au/glasses/giorgio-armani/ar5010/8056262062586,,duplicate image url
Giorgio Armani,AR5080,https://www.opsm.com.au/glasses/giorgio-armani/ar5080/8053672876628,,duplicate image url
